,canton,month,language,gender,time_period,avg_sentiment,count
1819,Ticino,9,en,UNKNOWN,Night,0.03169572107765452,631
1820,Geneva,10,en,UNKNOWN,Day,0.12379882118202876,43603
1821,Appenzell Ausserrhoden,4,de,MALE,Day,1.0,9
1822,Aargau,7,en,MALE,Day,0.18181818181818182,44
1823,Obwalden,7,en,UNKNOWN,Night,0.3870967741935484,31
1824,Schaffhausen,4,de,UNKNOWN,Day,1.0,26
1825,Zurich,6,fr,MALE,Night,1.0,7
1826,Lucerne,5,de,FEMALE,Night,1.0,1
1827,Thurgau,1,de,UNKNOWN,Day,1.0,1
1828,Bern,2,en,MALE,Night,0.14312267657992564,538
1829,Zurich,3,en,UNKNOWN,Day,0.27117469120241994,15868
1830,Vaud,4,de,FEMALE,Night,0.8803418803418803,117
1831,Saint Gallen,7,en,MALE,Day,0.27522935779816515,218
1832,Valais,8,en,UNKNOWN,Night,0.03874538745387454,3794
1833,Basel-City,1,de,FEMALE,Day,0.9420289855072463,69
1834,Lucerne,2,en,FEMALE,Night,0.024096385542168676,83
1835,Grisons,9,en,UNKNOWN,Night,0.1,50
1836,Zurich,7,de,FEMALE,Day,0.696969696969697,33
1837,Schaffhausen,5,de,FEMALE,Day,0.6666666666666666,12
1838,Grisons,4,de,MALE,Night,1.0,13
1839,Valais,5,fr,FEMALE,Night,0.5,48
1840,Obwalden,8,en,FEMALE,Night,0.0,6
1841,Schaffhausen,1,en,UNKNOWN,Day,0.0,17
1842,Thurgau,2,de,FEMALE,Day,1.0,3
1843,Aargau,1,de,UNKNOWN,Day,1.0,2
1844,Appenzell Ausserrhoden,1,en,MALE,Day,0.0,5
1845,Vaud,1,en,FEMALE,Night,0.02220467778545347,10133
1846,Zurich,4,en,FEMALE,Day,0.17740608719495476,3647
1847,Vaud,10,en,UNKNOWN,Day,0.21000250899054948,71742
1848,Saint Gallen,1,de,UNKNOWN,Day,0.9117647058823529,68
1849,Grisons,1,en,MALE,Night,0.09090909090909091,11
1850,Zurich,10,fr,FEMALE,Night,0.9310344827586207,58
1851,Geneva,3,fr,MALE,Night,0.5555555555555556,63
1852,Aargau,2,de,FEMALE,Day,1.0,17
1853,Geneva,3,de,UNKNOWN,Day,1.0,2
1854,Basel-City,2,fr,MALE,Night,1.0,1
1855,Obwalden,4,de,MALE,Night,1.0,1
1856,Vaud,9,en,MALE,Day,0.1637012490440989,19615
1857,Obwalden,1,en,MALE,Night,0.0,5
1858,Ticino,3,en,MALE,Night,0.12195121951219512,328
1859,Jura,9,de,MALE,Day,1.0,1
1860,Lucerne,4,de,UNKNOWN,Day,0.9393939393939394,33
1861,Valais,5,de,MALE,Night,1.0,2
1862,Saint Gallen,2,de,FEMALE,Day,1.0,3
1863,Neuchâtel,3,fr,MALE,Night,1.0,2
1864,Bern,6,fr,UNKNOWN,Day,1.0,5
1865,Lucerne,1,en,UNKNOWN,Day,0.01694915254237288,177
1866,Geneva,1,en,FEMALE,Day,0.011504424778761062,1130
1867,Valais,2,en,MALE,Night,0.1,650
1868,Vaud,3,de,UNKNOWN,Day,0.8896551724137931,870
1869,Valais,4,fr,UNKNOWN,Day,0.7987962166809974,1163
1870,Solothurn,4,de,MALE,Day,0.8888888888888888,18
1871,Fribourg,6,fr,UNKNOWN,Day,1.0,26
1872,Solothurn,9,en,UNKNOWN,Day,0.28735632183908044,261
1873,Zurich,10,de,MALE,Night,0.9238095238095239,210
1874,Thurgau,10,en,UNKNOWN,Night,0.5,6
1875,Fribourg,4,en,MALE,Night,-0.125,32
1876,Jura,8,fr,UNKNOWN,Night,1.0,1
1877,Appenzell Ausserrhoden,9,en,UNKNOWN,Night,0.0,1
1878,Schwyz,9,de,UNKNOWN,Night,1.0,5
1879,Fribourg,10,fr,MALE,Day,1.0,23
1880,Basel-Landschaft,5,en,UNKNOWN,Night,0.125,8
1881,Jura,6,en,MALE,Day,1.0,1
1882,Basel-City,8,en,MALE,Night,0.23423913043478262,1840
1883,Geneva,9,en,MALE,Night,0.1574419271580155,6974
1884,Aargau,10,en,UNKNOWN,Night,0.23231916179730003,4963
1885,Basel-City,10,en,FEMALE,Night,0.21405049396267836,911
1886,Neuchâtel,10,en,UNKNOWN,Night,0.3711340206185567,97
1887,Neuchâtel,1,en,FEMALE,Day,0.0,6
1888,Solothurn,1,en,MALE,Day,0.09090909090909091,22
1889,Thurgau,9,en,MALE,Night,0.05555555555555555,18
1890,Basel-Landschaft,6,en,FEMALE,Night,-0.5,2
1891,Schwyz,10,en,MALE,Night,0.875,8
1892,Fribourg,7,fr,FEMALE,Day,1.0,1
1893,Basel-City,2,de,UNKNOWN,Night,0.9372056514913658,637
1894,Zurich,8,de,UNKNOWN,Night,0.9128978224455612,597
1895,Neuchâtel,9,en,MALE,Night,0.375,24
1896,Vaud,5,fr,MALE,Night,0.8372093023255814,86
1897,Obwalden,9,en,UNKNOWN,Day,0.0784313725490196,51
1898,Saint Gallen,10,en,UNKNOWN,Night,0.21428571428571427,42
1899,Zurich,8,fr,MALE,Day,1.0,15
1900,Aargau,9,en,MALE,Night,0.2692307692307692,26
1901,Appenzell Ausserrhoden,6,de,MALE,Night,1.0,3
1902,Bern,7,de,MALE,Day,1.0,13
1903,Schaffhausen,6,de,UNKNOWN,Night,1.0,1
1904,Bern,4,en,MALE,Day,0.1938534278959811,846
1905,Zurich,5,en,UNKNOWN,Night,0.2734060320267217,10179
1906,Vaud,6,de,FEMALE,Day,0.8913043478260869,276
1907,Valais,7,fr,FEMALE,Day,0.1875,32
1908,Zurich,9,de,FEMALE,Night,0.8561151079136691,139
1909,Bern,10,de,UNKNOWN,Day,0.7387755102040816,245
1910,Basel-City,3,de,FEMALE,Night,0.9523809523809523,126
1911,Saint Gallen,9,en,MALE,Night,0.18518518518518517,189
1912,Lucerne,4,en,FEMALE,Day,0.08571428571428572,105
1913,Thurgau,4,de,FEMALE,Night,1.0,1
1914,Grisons,6,de,MALE,Day,1.0,10
1915,Schaffhausen,3,en,UNKNOWN,Night,0.11538461538461539,26
1916,Bern,10,fr,MALE,Night,0.3333333333333333,3
1917,Schwyz,3,de,MALE,Night,1.0,2
1918,Appenzell Ausserrhoden,3,en,MALE,Night,0.3333333333333333,3
1919,Aargau,3,de,UNKNOWN,Night,1.0,5
1920,Vaud,3,en,FEMALE,Day,0.2423869123878979,20294
1921,Zurich,6,en,FEMALE,Night,0.1773142112125163,2301
1922,Geneva,5,fr,MALE,Day,0.8441558441558441,154
1923,Fribourg,10,de,UNKNOWN,Day,1.0,5
1924,Saint Gallen,3,de,UNKNOWN,Night,0.9101123595505618,89
1925,Grisons,3,en,MALE,Day,0.3488372093023256,43
1926,Aargau,4,de,FEMALE,Night,1.0,24
1927,Basel-City,4,fr,MALE,Day,0.5294117647058824,17
1928,Geneva,5,de,UNKNOWN,Night,0.8787878787878788,33
1929,Nidwalden,2,en,MALE,Day,0.25,4
1930,Schaffhausen,4,en,FEMALE,Night,0.0,1
1931,Obwalden,6,de,MALE,Day,1.0,1
1932,Geneva,2,en,UNKNOWN,Night,0.05041698256254738,7914
1933,Ticino,5,en,MALE,Day,0.09593023255813954,344
1934,Aargau,1,en,FEMALE,Night,0.0,60
1935,Neuchâtel,5,fr,MALE,Day,1.0,5
1936,Lucerne,10,de,MALE,Night,1.0,8
1937,Obwalden,3,en,MALE,Day,0.17647058823529413,17
1938,Fribourg,9,de,MALE,Day,1.0,1
1939,Lucerne,6,de,UNKNOWN,Night,0.7777777777777778,9
1940,Ticino,7,fr,UNKNOWN,Night,1.0,1
1941,Saint Gallen,4,de,FEMALE,Night,1.0,1
1942,Geneva,3,en,FEMALE,Night,0.20049916805324458,1202
1943,Lucerne,3,en,UNKNOWN,Night,0.2871287128712871,101
1944,Valais,4,en,MALE,Day,0.17827004219409281,948
1945,Vaud,5,de,UNKNOWN,Night,0.8969465648854962,524
1946,Valais,6,fr,UNKNOWN,Night,0.6938775510204082,392
1947,Fribourg,6,en,MALE,Day,0.11214953271028037,107
1948,Basel-Landschaft,7,en,UNKNOWN,Day,0.05555555555555555,54
1949,Fribourg,8,fr,UNKNOWN,Night,1.0,2
1950,Valais,10,fr,MALE,Night,0.7538461538461538,65
1951,Jura,8,en,MALE,Night,0.38461538461538464,13
1952,Solothurn,6,de,MALE,Night,0.6,5
1953,Zurich,1,fr,UNKNOWN,Day,0.8333333333333334,12
1954,Saint Gallen,1,en,FEMALE,Night,0.0,5
1955,Bern,1,de,FEMALE,Day,0.9512195121951219,41
1956,Vaud,2,en,UNKNOWN,Night,0.1320442632498544,42925
1957,Zurich,2,fr,FEMALE,Day,1.0,51
1958,Neuchâtel,3,en,FEMALE,Night,-0.6,5
1959,Solothurn,3,en,MALE,Night,0.10526315789473684,19
1960,Schwyz,8,en,UNKNOWN,Day,0.6666666666666666,6
1961,Basel-City,4,de,UNKNOWN,Day,0.9569444444444445,1440
1962,Basel-Landschaft,4,de,MALE,Day,1.0,2
1963,Bern,9,de,MALE,Night,0.9701492537313433,67
1964,Vaud,7,fr,MALE,Day,0.7291666666666666,96
1965,Appenzell Ausserrhoden,8,de,MALE,Day,0.6666666666666666,6
1966,Lucerne,9,de,FEMALE,Night,1.0,3
1967,Schaffhausen,8,de,UNKNOWN,Day,1.0,7
1968,Thurgau,5,de,UNKNOWN,Day,1.0,3
1969,Solothurn,10,de,FEMALE,Night,1.0,1
1970,Basel-City,1,en,UNKNOWN,Day,0.0276690888764673,3578
1971,Zurich,2,de,MALE,Day,0.9209876543209876,405
1972,Basel-City,5,de,FEMALE,Day,0.7777777777777778,288
1973,Bern,6,en,MALE,Night,0.21316614420062696,638
1974,Lucerne,6,en,FEMALE,Night,-0.016666666666666666,60
1975,Zurich,7,en,UNKNOWN,Day,0.2002805184755272,20676
1976,Valais,9,fr,FEMALE,Night,0.2647058823529412,136
1977,Schaffhausen,5,en,UNKNOWN,Day,0.2903225806451613,31
1978,Grisons,8,de,MALE,Night,1.0,10
1979,Vaud,8,de,FEMALE,Night,0.9714285714285714,70
1980,Aargau,5,de,UNKNOWN,Day,1.0,10
1981,Basel-Landschaft,1,en,MALE,Day,0.0,3
1982,Thurgau,2,en,UNKNOWN,Day,0.125,8
1983,Appenzell Ausserrhoden,5,en,MALE,Day,0.5,2
1984,Schwyz,5,de,MALE,Day,1.0,1
1985,Jura,4,fr,MALE,Day,1.0,3
1986,Basel-City,2,en,FEMALE,Day,0.11645962732919254,644
1987,Vaud,5,en,FEMALE,Night,0.2201828870019595,15310
1988,Zurich,8,en,FEMALE,Day,0.22985679155214814,6913
1989,Schwyz,2,en,MALE,Day,0.2222222222222222,9
1990,Saint Gallen,5,de,UNKNOWN,Day,0.9473684210526315,114
1991,Geneva,7,fr,MALE,Night,0.7894736842105263,19
1992,Neuchâtel,2,en,UNKNOWN,Day,0.05263157894736842,38
1993,Uri,10,en,UNKNOWN,Night,0.4,5
1994,Schaffhausen,6,en,FEMALE,Day,-0.25,4
1995,Aargau,2,en,UNKNOWN,Day,0.17647058823529413,34
1996,Grisons,5,en,MALE,Night,0.14285714285714285,14
1997,Basel-City,6,fr,MALE,Night,0.0,10
1998,Valais,1,de,FEMALE,Day,1.0,1
1999,Geneva,7,de,UNKNOWN,Day,0.42857142857142855,7
2000,Valais,10,de,UNKNOWN,Night,1.0,2
2001,Geneva,4,en,UNKNOWN,Day,0.08912608405603736,14990
2002,Bern,10,en,FEMALE,Night,0.08148148148148149,135
2003,Geneva,10,fr,UNKNOWN,Night,0.6217765042979942,349
2004,Aargau,3,en,FEMALE,Day,0.22580645161290322,31
2005,Ticino,7,en,MALE,Night,0.07720588235294118,272
2006,Obwalden,5,en,MALE,Night,-0.06666666666666667,30
2007,Saint Gallen,2,en,UNKNOWN,Day,0.03571428571428571,28
2008,Lucerne,8,de,UNKNOWN,Day,1.0,31
2009,Geneva,8,de,FEMALE,Day,0.6956521739130435,46
2010,Saint Gallen,6,de,FEMALE,Day,1.0,5
2011,Valais,9,de,MALE,Night,1.0,2
2012,Schaffhausen,2,de,MALE,Day,1.0,2
2013,Zurich,3,fr,UNKNOWN,Night,0.9746835443037974,79
2014,Geneva,5,en,FEMALE,Day,0.254630615286353,4697
2015,Lucerne,5,en,UNKNOWN,Day,0.29094827586206895,464
2016,Valais,6,en,MALE,Night,0.06637168141592921,678
2017,Valais,8,fr,UNKNOWN,Day,0.8220424671385238,989
2018,Solothurn,8,de,MALE,Day,0.9333333333333333,30
2019,Fribourg,8,en,MALE,Night,0.14814814814814814,54
2020,Vaud,7,de,UNKNOWN,Day,0.9135802469135802,162
2021,Bern,2,de,UNKNOWN,Night,0.35,40
2022,Saint Gallen,3,en,FEMALE,Day,0.25,4
2023,Fribourg,10,en,FEMALE,Night,0.0,5
2024,Bern,2,fr,MALE,Day,1.0,1
2025,Vaud,1,fr,FEMALE,Day,0.5942028985507246,69
2026,Vaud,4,en,UNKNOWN,Day,0.2108826479438315,55832
2027,Vaud,10,fr,UNKNOWN,Night,0.6038647342995169,414
2028,Zurich,4,fr,FEMALE,Night,0.68,25
2029,Solothurn,5,en,MALE,Day,0.05970149253731343,67
2030,Bern,3,de,FEMALE,Night,1.0,21
2031,Neuchâtel,5,en,FEMALE,Day,0.09375,32
2032,Glarus,9,en,MALE,Night,0.25,4
2033,Fribourg,2,de,UNKNOWN,Night,1.0,3
2034,Grisons,1,fr,MALE,Day,1.0,1
2035,Basel-City,6,de,UNKNOWN,Night,0.9138321995464853,882
2036,Vaud,9,fr,MALE,Night,0.8235294117647058,102
2037,Valais,10,en,FEMALE,Night,0.25662650602409637,830
2038,Basel-City,10,de,MALE,Night,0.828125,128
2039,Lucerne,2,de,MALE,Day,1.0,19
2040,Jura,1,en,UNKNOWN,Day,0.0,33
2041,Glarus,3,de,UNKNOWN,Night,1.0,2
2042,Vaud,1,de,MALE,Day,0.8884120171673819,233
2043,Basel-City,3,en,UNKNOWN,Night,0.1654243119266055,3488
2044,Bern,8,en,MALE,Day,0.21813515825491872,1169
2045,Lucerne,8,en,FEMALE,Day,0.16455696202531644,158
2046,Zurich,9,en,UNKNOWN,Night,0.2023857546245606,17353
2047,Jura,6,fr,MALE,Night,1.0,3
2048,Zurich,4,de,MALE,Night,0.9111111111111111,180
2049,Valais,2,fr,MALE,Day,0.9294117647058824,85
2050,Schaffhausen,7,en,UNKNOWN,Night,0.19047619047619047,21
2051,Geneva,1,fr,FEMALE,Night,0.6551724137931034,29
2052,Basel-City,7,de,FEMALE,Night,0.5,8
2053,Fribourg,4,fr,MALE,Day,1.0,8
2054,Appenzell Ausserrhoden,7,en,MALE,Night,0.0,7
2055,Thurgau,4,en,UNKNOWN,Night,0.5,4
2056,Basel-Landschaft,3,en,MALE,Night,1.0,1
2057,Zurich,1,en,MALE,Night,0.02494415487714073,2686
2058,Schwyz,4,en,MALE,Night,0.6470588235294118,17
2059,Vaud,7,en,FEMALE,Day,0.20097686375321336,19450
2060,Grisons,7,en,MALE,Day,0.4,40
2061,Basel-City,8,fr,MALE,Day,0.9230769230769231,52
2062,Ticino,10,en,UNKNOWN,Day,0.2073170731707317,820
2063,Ticino,1,en,FEMALE,Night,0.005235602094240838,191
2064,Basel-City,4,en,FEMALE,Night,0.24857142857142858,350
2065,Geneva,9,fr,MALE,Day,0.7905405405405406,296
2066,Neuchâtel,4,en,UNKNOWN,Night,0.11764705882352941,34
2067,Geneva,9,de,UNKNOWN,Night,0.8787878787878788,33
2068,Aargau,8,de,FEMALE,Night,1.0,3
2069,Aargau,4,en,UNKNOWN,Night,0.5,38
2070,Solothurn,1,de,UNKNOWN,Day,1.0,5
2071,Schaffhausen,8,en,FEMALE,Night,0.0,4
2072,Basel-City,10,fr,FEMALE,Day,1.0,1
2073,Neuchâtel,10,fr,UNKNOWN,Day,0.8,10
2074,Saint Gallen,7,de,UNKNOWN,Night,1.0,10
2075,Nidwalden,6,en,MALE,Day,0.5,8
2076,Geneva,6,en,UNKNOWN,Night,0.1503034630489111,5602
2077,Aargau,5,en,FEMALE,Night,0.2,10
2078,Obwalden,7,en,MALE,Day,0.2982456140350877,57
2079,Ticino,9,en,MALE,Day,0.04633204633204633,259
2080,Saint Gallen,4,en,UNKNOWN,Night,0.05555555555555555,18
2081,Solothurn,2,de,FEMALE,Day,1.0,2
2082,Appenzell Innerrhoden,10,de,UNKNOWN,Day,1.0,1
2083,Schaffhausen,4,de,MALE,Night,1.0,1
2084,Saint Gallen,8,de,FEMALE,Night,1.0,1
2085,Bern,4,de,UNKNOWN,Day,0.828125,128
2086,Zurich,5,fr,UNKNOWN,Day,0.9245283018867925,106
2087,Geneva,7,en,FEMALE,Night,0.18373275236020334,2754
2088,Valais,8,en,MALE,Day,0.18901890189018902,1111
2089,Vaud,9,de,UNKNOWN,Night,0.8862876254180602,598
2090,Schaffhausen,1,en,MALE,Night,0.058823529411764705,17
2091,Lucerne,7,en,UNKNOWN,Night,0.45217391304347826,115
2092,Saint Gallen,5,en,FEMALE,Night,0.26666666666666666,15
2093,Bern,4,fr,MALE,Night,1.0,1
2094,Aargau,1,de,MALE,Night,1.0,2
2095,Appenzell Innerrhoden,9,de,MALE,Day,1.0,1
2096,Bern,1,en,UNKNOWN,Day,0.003787878787878788,1320
2097,Saint Gallen,1,de,MALE,Night,0.7846153846153846,65
2098,Vaud,3,fr,FEMALE,Night,0.6896551724137931,116
2099,Vaud,6,en,UNKNOWN,Night,0.17623741828369824,48185
2100,Zurich,6,fr,FEMALE,Day,0.9333333333333333,60
2101,Solothurn,7,en,MALE,Night,0.0851063829787234,47
2102,Vaud,10,en,MALE,Night,0.13985209531635168,12170
2103,Bern,5,de,FEMALE,Day,0.8876404494382022,89
2104,Grisons,3,de,UNKNOWN,Day,0.6666666666666666,6
2105,Fribourg,4,de,UNKNOWN,Day,1.0,4
2106,Appenzell Innerrhoden,6,en,MALE,Day,-0.3333333333333333,3
2107,Valais,2,de,UNKNOWN,Day,1.0,5
2108,Neuchâtel,7,en,FEMALE,Night,0.5,2
2109,Jura,6,de,UNKNOWN,Night,1.0,1
2110,Bern,2,en,FEMALE,Day,0.1415525114155251,219
2111,Geneva,2,fr,UNKNOWN,Day,0.7933884297520661,242
2112,Basel-City,8,de,UNKNOWN,Day,0.9171929824561403,1425
2113,Solothurn,10,en,UNKNOWN,Night,0.24675324675324675,77
2114,Fribourg,1,en,UNKNOWN,Day,0.043010752688172046,93
2115,Appenzell Ausserrhoden,10,en,UNKNOWN,Day,0.2222222222222222,9
2116,Lucerne,4,de,MALE,Night,1.0,8
2117,Thurgau,9,de,UNKNOWN,Day,1.0,1
2118,Jura,3,en,UNKNOWN,Night,0.42857142857142855,14
2119,Glarus,5,de,UNKNOWN,Day,1.0,2
2120,Basel-Landschaft,10,de,FEMALE,Day,1.0,1
2121,Grisons,4,de,FEMALE,Day,1.0,1
2122,Lucerne,1,en,MALE,Night,0.0,98
2123,Vaud,3,de,MALE,Night,0.8113207547169812,212
2124,Geneva,3,fr,FEMALE,Day,0.8048780487804879,82
2125,Valais,4,fr,MALE,Night,0.746031746031746,63
2126,Basel-City,5,en,UNKNOWN,Day,0.17291527685123415,7495
2127,Zurich,6,de,MALE,Day,0.9088471849865952,373
2128,Thurgau,10,en,MALE,Day,0.1276595744680851,47
2129,Geneva,10,en,MALE,Day,0.1609471766848816,13725
2130,Basel-City,9,de,FEMALE,Day,0.8666666666666667,210
2131,Basel-Landschaft,5,en,MALE,Day,0.18181818181818182,11
2132,Aargau,9,de,UNKNOWN,Day,1.0,13
2133,Schaffhausen,9,en,UNKNOWN,Day,0.288135593220339,59
2134,Fribourg,2,en,FEMALE,Day,0.16666666666666666,6
2135,Thurgau,6,en,UNKNOWN,Day,0.2857142857142857,7
2136,Jura,8,fr,MALE,Day,1.0,2
2137,Appenzell Ausserrhoden,9,en,MALE,Day,0.3333333333333333,3
2138,Grisons,10,en,UNKNOWN,Night,0.19047619047619047,21
2139,Glarus,2,en,UNKNOWN,Day,0.0,2
2140,Schwyz,9,de,MALE,Day,1.0,2
2141,Fribourg,6,fr,MALE,Night,1.0,2
2142,Grisons,1,en,FEMALE,Day,0.0,1
2143,Vaud,2,fr,UNKNOWN,Day,0.7955555555555556,450
2144,Zurich,3,en,MALE,Day,0.21084536536977846,9073
2145,Basel-City,6,en,FEMALE,Day,0.22071129707112971,956
2146,Neuchâtel,6,en,UNKNOWN,Day,0.16,125
2147,Vaud,9,en,FEMALE,Night,0.1955403087478559,13409
2148,Saint Gallen,9,de,UNKNOWN,Day,0.8309859154929577,71
2149,Neuchâtel,10,en,MALE,Day,0.3425414364640884,181
2150,Ticino,3,en,FEMALE,Day,0.21511627906976744,172
2151,Aargau,6,en,UNKNOWN,Day,0.14102564102564102,78
2152,Aargau,10,en,MALE,Day,0.044444444444444446,45
2153,Grisons,9,en,MALE,Night,0.08333333333333333,12
2154,Schwyz,6,en,MALE,Day,0.5,28
2155,Obwalden,10,en,UNKNOWN,Night,0.3333333333333333,24
2156,Thurgau,7,en,FEMALE,Day,0.5714285714285714,7
2157,Solothurn,3,de,UNKNOWN,Night,0.3333333333333333,3
2158,Appenzell Innerrhoden,2,de,UNKNOWN,Day,1.0,1
2159,Valais,2,en,FEMALE,Day,0.14130434782608695,920
2160,Geneva,8,en,UNKNOWN,Day,0.13864802491541753,44631
2161,Zurich,10,de,FEMALE,Day,0.8220640569395018,281
2162,Basel-City,2,de,MALE,Day,0.8260869565217391,253
2163,Saint Gallen,10,en,MALE,Day,0.19172932330827067,266
2164,Saint Gallen,6,en,UNKNOWN,Day,0.20754716981132076,53
2165,Obwalden,9,en,MALE,Night,0.1111111111111111,27
2166,Aargau,7,en,FEMALE,Day,0.0,8
2167,Geneva,3,de,MALE,Day,1.0,3
2168,Thurgau,3,de,MALE,Day,1.0,2
2169,Schaffhausen,3,en,MALE,Day,-0.00625,160
2170,Bern,6,de,UNKNOWN,Night,0.8857142857142857,70
2171,Geneva,9,en,FEMALE,Day,0.1841825274855184,8459
2172,Lucerne,9,en,UNKNOWN,Day,0.40313111545988256,511
2173,Aargau,3,de,MALE,Day,0.8148148148148148,54
2174,Zurich,7,fr,UNKNOWN,Night,1.0,37
2175,Solothurn,1,en,FEMALE,Night,0.0,49
2176,Saint Gallen,7,en,FEMALE,Day,0.23076923076923078,13
2177,Basel-City,1,fr,UNKNOWN,Night,0.38461538461538464,13
2178,Neuchâtel,3,de,MALE,Day,0.6,5
2179,Appenzell Ausserrhoden,1,en,FEMALE,Day,0.0,1
2180,Bern,6,fr,MALE,Day,1.0,3
2181,Obwalden,3,de,UNKNOWN,Night,1.0,1
2182,Ticino,2,en,UNKNOWN,Night,0.0640495867768595,968
2183,Bern,3,en,UNKNOWN,Night,0.06692657569850552,1539
2184,Saint Gallen,3,de,MALE,Day,0.9016393442622951,61
2185,Vaud,8,en,UNKNOWN,Day,0.20586017303552576,72933
2186,Bern,7,de,FEMALE,Night,1.0,1
2187,Solothurn,9,en,MALE,Day,0.30303030303030304,66
2188,Vaud,5,fr,FEMALE,Day,0.5795454545454546,176
2189,Grisons,5,de,UNKNOWN,Night,1.0,3
2190,Valais,4,de,UNKNOWN,Night,1.0,4
2191,Neuchâtel,9,en,FEMALE,Day,0.0,31
2192,Zurich,8,fr,FEMALE,Night,0.9,40
2193,Appenzell Innerrhoden,8,en,MALE,Night,0.0,3
2194,Basel-City,2,fr,FEMALE,Night,1.0,1
2195,Fribourg,6,de,UNKNOWN,Night,1.0,1
2196,Valais,1,en,UNKNOWN,Night,0.023693803159173753,1646
2197,Fribourg,3,en,UNKNOWN,Night,0.023809523809523808,210
2198,Bern,4,en,FEMALE,Night,0.22950819672131148,183
2199,Geneva,4,fr,UNKNOWN,Night,0.7133105802047781,293
2200,Jura,5,en,UNKNOWN,Day,0.125,16
2201,Lucerne,6,de,MALE,Day,1.0,13
2202,Grisons,2,en,UNKNOWN,Night,0.25,8
2203,Fribourg,7,de,FEMALE,Night,1.0,1
2204,Fribourg,4,en,FEMALE,Night,0.0,14
2205,Vaud,5,de,MALE,Day,0.8836206896551724,464
2206,Basel-City,7,en,UNKNOWN,Night,0.1653457228751025,7318
2207,Lucerne,3,en,MALE,Day,0.2765957446808511,235
2208,Zurich,8,de,MALE,Night,0.958974358974359,195
2209,Valais,6,fr,MALE,Day,0.7971014492753623,138
2210,Fribourg,8,fr,MALE,Day,1.0,9
2211,Geneva,5,fr,FEMALE,Night,0.7142857142857143,56
2212,Basel-Landschaft,7,en,MALE,Night,0.0,7
2213,Thurgau,8,en,UNKNOWN,Night,0.0,2
2214,Fribourg,10,fr,FEMALE,Day,1.0,1
2215,Vaud,2,en,MALE,Day,0.14180901066146967,17446
2216,Zurich,5,en,MALE,Night,0.1733836391699537,5831
2217,Aargau,8,en,UNKNOWN,Night,0.2110233185584891,5189
2218,Basel-City,8,en,FEMALE,Night,0.25823451910408435,759
2219,Bern,10,de,MALE,Day,0.953757225433526,173
2220,Vaud,4,fr,UNKNOWN,Night,0.6976744186046512,430
2221,Ticino,5,en,FEMALE,Night,0.10752688172043011,279
2222,Solothurn,5,de,UNKNOWN,Day,1.0,13
2223,Neuchâtel,8,en,UNKNOWN,Night,0.2222222222222222,72
2224,Lucerne,10,de,FEMALE,Day,1.0,5
2225,Schwyz,8,en,MALE,Night,0.6666666666666666,3
2226,Neuchâtel,5,fr,FEMALE,Night,1.0,1
2227,Valais,4,en,FEMALE,Night,0.19659735349716445,529
2228,Basel-City,4,de,MALE,Night,0.8803418803418803,117
2229,Valais,10,fr,FEMALE,Day,0.4305555555555556,144
2230,Saint Gallen,8,en,UNKNOWN,Night,0.4230769230769231,26
2231,Solothurn,2,en,UNKNOWN,Day,0.24,25
2232,Geneva,5,de,MALE,Night,0.8,10
2233,Aargau,9,en,FEMALE,Night,0.2222222222222222,9
2234,Appenzell Ausserrhoden,2,en,UNKNOWN,Night,0.0,4
2235,Thurgau,5,de,MALE,Night,1.0,1
2236,Solothurn,6,de,FEMALE,Day,1.0,1
2237,Schaffhausen,8,de,MALE,Night,1.0,2
2238,Jura,1,fr,UNKNOWN,Night,1.0,1
2239,Basel-City,1,en,MALE,Night,0.00974025974025974,924
2240,Geneva,2,en,MALE,Night,0.10371075166508087,2102
2241,Schaffhausen,5,en,MALE,Night,0.17142857142857143,35
2242,Bern,8,de,UNKNOWN,Day,0.698744769874477,239
2243,Solothurn,3,en,FEMALE,Day,0.043478260869565216,23
2244,Thurgau,2,en,MALE,Night,0.23076923076923078,13
2245,Zurich,9,fr,UNKNOWN,Day,0.9459459459459459,111
2246,Saint Gallen,9,en,FEMALE,Night,0.38461538461538464,13
2247,Basel-City,3,fr,UNKNOWN,Day,1.0,10
2248,Aargau,5,de,MALE,Night,1.0,2
2249,Glarus,7,en,FEMALE,Night,0.0,1
2250,Bern,8,fr,MALE,Night,1.0,1
2251,Ticino,4,en,UNKNOWN,Day,0.1780821917808219,949
2252,Bern,5,en,UNKNOWN,Day,0.14376462721497826,2991
2253,Zurich,1,de,UNKNOWN,Night,0.8151260504201681,119
2254,Bern,9,de,FEMALE,Day,0.8795180722891566,83
2255,Neuchâtel,2,en,MALE,Night,0.12195121951219512,41
2256,Aargau,2,en,MALE,Night,0.08108108108108109,37
2257,Vaud,7,fr,FEMALE,Night,0.391304347826087,23
2258,Obwalden,2,en,UNKNOWN,Day,0.047619047619047616,42
2259,Valais,6,de,UNKNOWN,Day,0.75,8
2260,Saint Gallen,5,de,MALE,Night,1.0,15
2261,Neuchâtel,4,fr,UNKNOWN,Day,0.6666666666666666,6
2262,Valais,10,de,MALE,Day,-1.0,1
2263,Zurich,1,fr,MALE,Day,0.7142857142857143,7
2264,Fribourg,8,de,UNKNOWN,Day,1.0,2
2265,Uri,6,en,UNKNOWN,Day,0.0,1
