,canton,month,language,gender,time_period,avg_sentiment,count
921,Basel-City,6,en,FEMALE,Night,0.22426470588235295,544
922,Aargau,6,en,UNKNOWN,Night,0.20212765957446807,94
923,Vaud,9,en,FEMALE,Day,0.21445679248898256,20876
924,Aargau,10,en,MALE,Night,0.2,25
925,Neuchâtel,6,en,UNKNOWN,Night,0.12121212121212122,66
926,Schwyz,6,en,MALE,Night,0.42857142857142855,7
927,Saint Gallen,9,de,UNKNOWN,Night,1.0,52
928,Grisons,9,en,MALE,Day,0.2727272727272727,33
929,Solothurn,3,de,UNKNOWN,Day,1.0,16
930,Obwalden,10,en,UNKNOWN,Day,0.2916666666666667,48
931,Neuchâtel,10,en,MALE,Night,0.15,20
932,Nidwalden,8,en,MALE,Day,0.4444444444444444,9
933,Thurgau,7,en,FEMALE,Night,0.0,1
934,Valais,2,en,FEMALE,Night,0.10207939508506617,529
935,Saint Gallen,6,en,UNKNOWN,Night,0.14285714285714285,28
936,Geneva,8,en,UNKNOWN,Night,0.11519522190805985,31477
937,Aargau,7,en,FEMALE,Night,0.6666666666666666,6
938,Saint Gallen,10,en,MALE,Night,0.07555555555555556,225
939,Zurich,10,de,FEMALE,Night,0.7971014492753623,138
940,Basel-City,2,de,MALE,Night,0.8955223880597015,134
941,Obwalden,9,en,MALE,Day,0.1956521739130435,46
942,Schaffhausen,6,de,MALE,Night,1.0,3
943,Thurgau,3,de,MALE,Night,1.0,1
944,Zurich,7,fr,UNKNOWN,Day,1.0,31
945,Geneva,9,en,FEMALE,Night,0.18648457734871673,4247
946,Lucerne,9,en,UNKNOWN,Night,0.36774193548387096,155
947,Bern,6,de,UNKNOWN,Day,0.8852459016393442,122
948,Ticino,5,de,UNKNOWN,Day,1.0,1
949,Solothurn,1,en,FEMALE,Day,0.0,30
950,Saint Gallen,7,en,FEMALE,Night,0.0,3
951,Aargau,3,de,MALE,Night,0.75,24
952,Basel-City,1,fr,UNKNOWN,Day,0.6666666666666666,12
953,Schaffhausen,3,en,MALE,Night,-0.08695652173913043,23
954,Neuchâtel,3,de,MALE,Night,1.0,2
955,Ticino,2,en,UNKNOWN,Day,0.09792843691148775,1062
956,Bern,3,en,UNKNOWN,Day,0.1438496117695137,2447
957,Vaud,5,fr,FEMALE,Night,0.4956521739130435,115
958,Vaud,8,en,UNKNOWN,Night,0.17772314674735248,52880
959,Zurich,8,fr,FEMALE,Day,0.9473684210526315,76
960,Solothurn,9,en,MALE,Night,0.18604651162790697,43
961,Bern,7,de,FEMALE,Day,0.8181818181818182,11
962,Grisons,5,de,UNKNOWN,Day,0.6923076923076923,13
963,Saint Gallen,3,de,MALE,Night,0.8888888888888888,18
964,Appenzell Innerrhoden,8,en,MALE,Day,0.0,2
965,Neuchâtel,2,fr,UNKNOWN,Day,1.0,5
966,Valais,4,de,UNKNOWN,Day,0.6666666666666666,6
967,Neuchâtel,9,en,FEMALE,Night,0.5,2
968,Basel-City,2,fr,FEMALE,Day,1.0,1
969,Valais,1,en,UNKNOWN,Day,0.01616915422885572,1608
970,Fribourg,3,en,UNKNOWN,Day,0.047619047619047616,231
971,Bern,4,en,FEMALE,Day,0.10877192982456141,285
972,Geneva,4,fr,UNKNOWN,Day,0.7863013698630137,365
973,Grisons,2,en,UNKNOWN,Day,0.045454545454545456,44
974,Jura,5,en,UNKNOWN,Night,-0.3,10
975,Lucerne,6,de,MALE,Night,1.0,6
976,Geneva,5,fr,FEMALE,Day,0.7821782178217822,101
977,Vaud,5,de,MALE,Night,0.9020408163265307,245
978,Basel-City,7,en,UNKNOWN,Day,0.15904917363803306,9802
979,Zurich,8,de,MALE,Day,0.9147286821705426,516
980,Lucerne,3,en,MALE,Night,0.15441176470588236,136
981,Valais,6,fr,MALE,Night,0.6666666666666666,36
982,Basel-Landschaft,7,en,MALE,Day,0.5,10
983,Thurgau,8,en,UNKNOWN,Day,0.2,10
984,Fribourg,10,fr,FEMALE,Night,1.0,4
985,Glarus,4,en,UNKNOWN,Day,1.0,2
986,Fribourg,8,fr,MALE,Night,1.0,7
987,Grisons,3,en,FEMALE,Day,1.0,1
988,Vaud,2,en,MALE,Night,0.1322909839902631,10681
989,Vaud,4,fr,UNKNOWN,Day,0.827426810477658,649
990,Ticino,5,en,FEMALE,Day,0.12643678160919541,348
991,Zurich,5,en,MALE,Day,0.1950207468879668,11086
992,Basel-City,8,en,FEMALE,Day,0.21909744931327665,1529
993,Aargau,8,en,UNKNOWN,Day,0.2203505577054405,4393
994,Neuchâtel,8,en,UNKNOWN,Day,0.26666666666666666,90
995,Solothurn,5,de,UNKNOWN,Night,1.0,6
996,Bern,10,de,MALE,Night,0.9649122807017544,57
997,Schwyz,8,en,MALE,Day,0.5,10
998,Thurgau,9,en,FEMALE,Day,1.0,1
999,Basel-Landschaft,1,de,UNKNOWN,Day,1.0,2
1000,Basel-City,4,de,MALE,Day,0.8645418326693227,251
1001,Valais,4,en,FEMALE,Day,0.22972972972972974,740
1002,Valais,10,fr,FEMALE,Night,0.6981132075471698,106
1003,Saint Gallen,8,en,UNKNOWN,Day,0.1875,48
1004,Thurgau,5,de,MALE,Day,1.0,2
1005,Aargau,9,en,FEMALE,Day,0.0,14
1006,Appenzell Ausserrhoden,2,en,UNKNOWN,Day,0.2727272727272727,11
1007,Geneva,5,de,MALE,Day,0.9444444444444444,36
1008,Solothurn,2,en,UNKNOWN,Night,-0.11764705882352941,17
1009,Schaffhausen,10,de,FEMALE,Day,0.0,2
1010,Solothurn,6,de,FEMALE,Night,1.0,1
1011,Jura,1,fr,UNKNOWN,Day,1.0,2
1012,Basel-City,1,en,MALE,Day,0.025541795665634675,1292
1013,Geneva,2,en,MALE,Day,0.08810463968410662,4052
1014,Schaffhausen,5,en,MALE,Day,0.1625,80
1015,Bern,8,de,UNKNOWN,Night,0.8518518518518519,81
1016,Zurich,9,fr,UNKNOWN,Night,0.972972972972973,74
1017,Thurgau,2,en,MALE,Day,-0.022222222222222223,45
1018,Solothurn,3,en,FEMALE,Night,0.0,3
1019,Saint Gallen,9,en,FEMALE,Day,0.25,12
1020,Aargau,5,de,MALE,Day,0.7894736842105263,19
1021,Neuchâtel,5,de,MALE,Day,1.0,3
1022,Uri,9,de,UNKNOWN,Night,1.0,1
1023,Basel-City,3,fr,UNKNOWN,Night,1.0,4
1024,Bern,8,fr,MALE,Day,1.0,9
1025,Glarus,7,en,FEMALE,Day,1.0,1
1026,Zurich,1,de,UNKNOWN,Day,0.8623481781376519,247
1027,Neuchâtel,2,en,MALE,Day,0.27450980392156865,102
1028,Ticino,4,en,UNKNOWN,Night,0.035218783351120594,937
1029,Bern,5,en,UNKNOWN,Night,0.08922558922558922,1782
1030,Vaud,7,fr,FEMALE,Day,0.15789473684210525,38
1031,Aargau,2,en,MALE,Day,0.17687074829931973,147
1032,Saint Gallen,5,de,MALE,Day,0.9411764705882353,34
1033,Bern,9,de,FEMALE,Night,0.8947368421052632,38
1034,Obwalden,2,en,UNKNOWN,Night,0.06666666666666667,15
1035,Basel-City,4,fr,FEMALE,Night,1.0,2
1036,Zurich,1,fr,MALE,Night,1.0,3
1037,Neuchâtel,4,fr,UNKNOWN,Night,1.0,2
1038,Valais,10,de,MALE,Night,1.0,1
1039,Valais,6,de,UNKNOWN,Night,-1.0,1
1040,Saint Gallen,2,en,MALE,Day,0.14563106796116504,206
1041,Zurich,2,de,FEMALE,Day,0.851528384279476,229
1042,Valais,3,en,UNKNOWN,Night,0.13696128560993426,2738
1043,Fribourg,5,en,UNKNOWN,Night,0.059907834101382486,217
1044,Geneva,6,fr,UNKNOWN,Night,0.5804878048780487,205
1045,Bern,6,en,FEMALE,Night,0.1875,160
1046,Grisons,4,en,UNKNOWN,Night,-0.09090909090909091,11
1047,Lucerne,8,de,MALE,Day,1.0,18
1048,Basel-Landschaft,10,en,UNKNOWN,Night,0.0,2
1049,Jura,7,en,UNKNOWN,Day,0.3076923076923077,13
1050,Ticino,9,fr,MALE,Day,1.0,1
1051,Lucerne,5,en,MALE,Day,0.21543408360128619,311
1052,Basel-City,9,en,UNKNOWN,Night,0.18566357720370735,10142
1053,Valais,8,fr,MALE,Day,0.8165137614678899,109
1054,Vaud,7,de,MALE,Day,1.0,38
1055,Geneva,7,fr,FEMALE,Night,0.35714285714285715,28
1056,Basel-Landschaft,9,en,MALE,Night,0.0,1
1057,Fribourg,6,en,FEMALE,Night,-0.09090909090909091,11
1058,Glarus,10,en,MALE,Night,-1.0,1
1059,Vaud,4,en,MALE,Day,0.2076867456477001,17979
1060,Zurich,7,en,MALE,Night,0.1741976688487945,6263
1061,Ticino,7,en,FEMALE,Night,0.18297101449275363,552
1062,Vaud,10,fr,MALE,Night,0.7355371900826446,121
1063,Vaud,6,fr,UNKNOWN,Night,0.7614678899082569,327
1064,Solothurn,7,de,UNKNOWN,Day,1.0,3
1065,Bern,1,fr,UNKNOWN,Day,1.0,1
1066,Solothurn,4,en,UNKNOWN,Day,0.1276595744680851,47
1067,Appenzell Ausserrhoden,4,en,UNKNOWN,Night,0.0,6
1068,Valais,6,en,FEMALE,Night,0.13963328631875882,709
1069,Zurich,10,en,UNKNOWN,Night,0.2148834597023308,17805
1070,Fribourg,1,fr,UNKNOWN,Day,1.0,16
1071,Basel-City,6,de,MALE,Night,0.9423076923076923,104
1072,Bern,2,fr,FEMALE,Day,1.0,2
1073,Geneva,7,de,MALE,Night,1.0,7
1074,Jura,1,en,MALE,Day,0.0,1
1075,Basel-City,3,en,MALE,Night,0.15366146458583432,1666
1076,Geneva,4,en,MALE,Night,0.13066538090646093,2074
1077,Basel-City,5,fr,UNKNOWN,Day,0.7894736842105263,19
1078,Geneva,10,fr,MALE,Day,0.8356164383561644,219
1079,Geneva,10,de,UNKNOWN,Night,0.7037037037037037,27
1080,Nidwalden,3,en,UNKNOWN,Day,-0.6666666666666666,3
1081,Thurgau,4,en,MALE,Night,0.15,20
1082,Schaffhausen,7,en,MALE,Night,0.25,12
1083,Solothurn,5,en,FEMALE,Day,0.0,2
1084,Neuchâtel,7,de,MALE,Night,1.0,1
1085,Basel-Landschaft,1,en,FEMALE,Night,0.0,2
1086,Aargau,4,en,MALE,Night,0.15384615384615385,39
1087,Ticino,6,en,UNKNOWN,Day,0.14014839241549876,1213
1088,Bern,7,en,UNKNOWN,Day,0.16925925925925925,2700
1089,Ticino,10,en,MALE,Day,0.07449856733524356,349
1090,Zurich,3,de,UNKNOWN,Night,0.9335664335664335,572
1091,Bern,2,de,MALE,Day,0.9111111111111111,90
1092,Neuchâtel,6,fr,UNKNOWN,Day,0.8461538461538461,13
1093,Vaud,9,fr,FEMALE,Night,0.5294117647058824,85
1094,Zurich,3,fr,MALE,Day,0.8181818181818182,11
1095,Basel-City,6,fr,FEMALE,Day,1.0,2
1096,Grisons,9,de,UNKNOWN,Day,1.0,18
1097,Obwalden,4,en,UNKNOWN,Day,0.034482758620689655,29
1098,Schaffhausen,1,de,UNKNOWN,Night,1.0,20
1099,Neuchâtel,4,en,MALE,Night,0.2727272727272727,11
1100,Lucerne,2,de,FEMALE,Day,1.0,3
1101,Valais,8,de,UNKNOWN,Day,0.8,10
1102,Neuchâtel,10,fr,MALE,Day,1.0,2
1103,Uri,8,en,UNKNOWN,Day,0.0,1
1104,Saint Gallen,7,de,MALE,Night,1.0,2
1105,Grisons,1,de,MALE,Day,1.0,6
1106,Vaud,1,de,FEMALE,Day,0.8765432098765432,81
1107,Saint Gallen,4,en,MALE,Night,0.26143790849673204,153
1108,Valais,5,en,UNKNOWN,Day,0.14272943980929678,3356
1109,Fribourg,7,en,UNKNOWN,Day,0.09352517985611511,556
1110,Geneva,8,fr,UNKNOWN,Day,0.7651376146788991,545
1111,Bern,8,en,FEMALE,Day,0.20930232558139536,301
1112,Vaud,10,de,UNKNOWN,Night,0.892,500
1113,Valais,2,fr,FEMALE,Day,0.8113207547169812,53
1114,Zurich,4,de,FEMALE,Night,0.8918918918918919,111
1115,Grisons,6,en,UNKNOWN,Day,0.028985507246376812,69
1116,Schaffhausen,2,de,FEMALE,Night,1.0,1
1117,Jura,9,en,UNKNOWN,Night,-0.5,4
1118,Zurich,1,en,FEMALE,Night,0.03190519598906107,1097
1119,Nidwalden,6,en,FEMALE,Day,0.2,5
1120,Lucerne,7,en,MALE,Night,0.16483516483516483,91
1121,Vaud,9,de,MALE,Night,0.905982905982906,234
1122,Geneva,9,fr,FEMALE,Day,0.7202797202797203,143
1123,Lucerne,9,fr,UNKNOWN,Day,1.0,1
1124,Fribourg,8,en,FEMALE,Day,0.3333333333333333,3
1125,Vaud,6,en,MALE,Night,0.16412705632628308,13191
1126,Vaud,8,fr,UNKNOWN,Day,0.7453874538745388,542
1127,Zurich,9,en,MALE,Day,0.24142500382243515,19621
1128,Ticino,9,en,FEMALE,Day,0.1774193548387097,248
1129,Lucerne,1,de,UNKNOWN,Night,1.0,3
1130,Thurgau,10,de,UNKNOWN,Day,1.0,2
1131,Ticino,2,fr,UNKNOWN,Night,0.8571428571428571,14
1132,Valais,2,de,MALE,Day,1.0,2
1133,Solothurn,9,de,UNKNOWN,Night,1.0,2
1134,Geneva,1,de,FEMALE,Night,-1.0,1
1135,Valais,1,fr,UNKNOWN,Night,0.4277456647398844,346
1136,Solothurn,1,de,MALE,Night,1.0,2
1137,Valais,8,en,FEMALE,Day,0.2875341219290264,1099
1138,Geneva,9,de,MALE,Day,0.8651685393258427,89
1139,Thurgau,9,de,MALE,Day,1.0,3
1140,Schaffhausen,10,en,UNKNOWN,Day,0.296875,64
1141,Basel-City,10,de,FEMALE,Day,0.8782608695652174,345
1142,Fribourg,1,en,MALE,Day,0.0,88
1143,Basel-City,8,de,MALE,Day,0.7992565055762082,269
1144,Fribourg,3,fr,UNKNOWN,Night,1.0,9
1145,Aargau,10,de,UNKNOWN,Day,1.0,16
1146,Solothurn,6,en,UNKNOWN,Night,0.2222222222222222,18
1147,Appenzell Ausserrhoden,10,en,MALE,Day,0.0,5
1148,Basel-Landschaft,2,en,UNKNOWN,Day,-0.14285714285714285,7
1149,Appenzell Ausserrhoden,6,en,UNKNOWN,Day,0.4,5
1150,Schwyz,6,de,UNKNOWN,Day,1.0,1
1151,Jura,3,en,MALE,Night,0.0,1
1152,Schwyz,3,en,UNKNOWN,Day,0.2,5
1153,Basel-City,5,en,MALE,Day,0.15759408602150538,2976
1154,Geneva,6,en,MALE,Day,0.10513860716700474,5916
1155,Vaud,10,en,FEMALE,Night,0.20048084380331938,12894
1156,Schaffhausen,9,en,MALE,Day,0.2903225806451613,31
1157,Saint Gallen,10,de,UNKNOWN,Day,0.9801980198019802,101
1158,Solothurn,7,en,FEMALE,Night,0.23076923076923078,39
1159,Grisons,10,en,MALE,Night,0.29411764705882354,17
1160,Aargau,9,de,MALE,Day,1.0,7
1161,Basel-Landschaft,3,en,FEMALE,Day,0.75,8
1162,Thurgau,6,en,MALE,Day,0.0,27
1163,Neuchâtel,9,de,MALE,Day,1.0,1
1164,Vaud,2,fr,MALE,Day,0.9454545454545454,220
1165,Zurich,5,de,UNKNOWN,Day,0.9334532374100719,1112
1166,Aargau,6,en,MALE,Day,0.21212121212121213,66
1167,Neuchâtel,6,en,MALE,Day,0.3192488262910798,213
1168,Ticino,8,en,UNKNOWN,Night,0.05296343001261034,793
1169,Bern,9,en,UNKNOWN,Night,0.13957307060755336,1827
1170,Bern,4,de,MALE,Night,1.0,35
1171,Saint Gallen,9,de,MALE,Day,0.9230769230769231,78
1172,Obwalden,10,en,MALE,Night,-0.10344827586206896,29
1173,Schaffhausen,3,de,UNKNOWN,Day,1.0,29
1174,Obwalden,6,en,UNKNOWN,Night,0.34615384615384615,26
1175,Zurich,5,fr,MALE,Night,1.0,11
1176,Appenzell Ausserrhoden,3,de,MALE,Day,1.0,17
1177,Lucerne,4,de,FEMALE,Night,0.0,2
1178,Bern,1,en,MALE,Night,0.02610966057441253,383
1179,Zurich,2,en,UNKNOWN,Day,0.2846875,16000
1180,Vaud,3,de,FEMALE,Night,0.8956521739130435,115
1181,Valais,4,fr,FEMALE,Night,0.6153846153846154,52
1182,Zurich,6,de,FEMALE,Day,0.9036144578313253,249
1183,Saint Gallen,6,en,MALE,Day,0.25539568345323743,278
1184,Valais,7,en,UNKNOWN,Night,0.10553217077570655,3326
1185,Fribourg,9,en,UNKNOWN,Night,0.24853801169590642,342
1186,Geneva,10,en,FEMALE,Day,0.18018720748829953,8974
1187,Lucerne,10,en,UNKNOWN,Day,0.3929273084479371,509
1188,Obwalden,7,en,FEMALE,Night,0.0,2
1189,Grisons,8,en,UNKNOWN,Night,0.5384615384615384,26
1190,Lucerne,1,en,FEMALE,Night,0.0,22
1191,Grisons,3,de,MALE,Night,1.0,9
1192,Schaffhausen,4,de,FEMALE,Day,1.0,10
1193,Thurgau,1,de,FEMALE,Day,1.0,1
1194,Aargau,1,de,FEMALE,Day,1.0,3
1195,Zurich,3,en,FEMALE,Day,0.19589503767212263,3849
1196,Grisons,9,en,FEMALE,Night,0.3333333333333333,3
1197,Lucerne,9,en,MALE,Day,0.2543352601156069,173
1198,Solothurn,10,en,MALE,Day,0.15942028985507245,69
1199,Basel-City,1,fr,MALE,Night,1.0,1
1200,Neuchâtel,10,en,FEMALE,Day,0.0,15
1201,Geneva,2,fr,MALE,Night,0.7333333333333333,45
1202,Geneva,2,de,UNKNOWN,Day,1.0,2
1203,Ticino,5,de,MALE,Night,1.0,1
1204,Schaffhausen,1,en,FEMALE,Day,0.0,1
1205,Ticino,2,en,MALE,Night,0.15315315315315314,222
1206,Vaud,8,en,MALE,Day,0.16232007980618499,21051
1207,Lucerne,3,de,UNKNOWN,Day,0.9444444444444444,36
1208,Saint Gallen,1,de,FEMALE,Day,1.0,3
1209,Neuchâtel,2,fr,MALE,Night,1.0,3
1210,Valais,4,de,MALE,Night,1.0,1
1211,Bern,5,fr,UNKNOWN,Day,1.0,6
1212,Uri,4,en,MALE,Night,-1.0,1
1213,Valais,1,en,MALE,Night,0.016736401673640166,478
1214,Vaud,2,de,UNKNOWN,Day,0.9097744360902256,798
1215,Valais,3,fr,UNKNOWN,Day,0.7998317914213625,1189
1216,Solothurn,8,en,UNKNOWN,Day,0.2826086956521739,368
1217,Fribourg,3,en,MALE,Night,0.2,50
1218,Fribourg,5,fr,UNKNOWN,Day,1.0,30
1219,Solothurn,3,de,MALE,Day,1.0,13
1220,Basel-Landschaft,4,en,UNKNOWN,Night,-0.3333333333333333,6
1221,Appenzell Ausserrhoden,8,en,UNKNOWN,Night,1.0,1
1222,Jura,5,en,MALE,Day,0.16666666666666666,6
1223,Basel-City,7,en,MALE,Night,0.1297330850403476,1611
1224,Geneva,8,en,MALE,Night,0.1243090371513048,7779
1225,Solothurn,9,en,FEMALE,Day,0.19607843137254902,51
1226,Thurgau,8,en,MALE,Night,0.12,25
1227,Basel-City,9,fr,UNKNOWN,Day,1.0,13
1228,Appenzell Ausserrhoden,9,en,FEMALE,Night,1.0,1
1229,Basel-Landschaft,5,en,FEMALE,Night,0.4,5
1230,Nidwalden,7,en,UNKNOWN,Day,0.0,2
1231,Fribourg,6,fr,FEMALE,Day,1.0,1
1232,Thurgau,10,en,FEMALE,Night,0.0,1
1233,Obwalden,8,en,UNKNOWN,Day,0.2537313432835821,67
1234,Basel-City,1,de,UNKNOWN,Night,0.7808219178082192,292
1235,Zurich,7,de,UNKNOWN,Night,0.958041958041958,143
1236,Bern,6,de,MALE,Day,0.9285714285714286,112
1237,Neuchâtel,8,en,MALE,Night,0.21739130434782608,23
1238,Aargau,10,en,FEMALE,Night,0.2857142857142857,7
1239,Vaud,4,fr,MALE,Night,0.8688524590163934,61
1240,Aargau,8,en,MALE,Night,0.10526315789473684,19
1241,Zurich,7,fr,MALE,Day,1.0,12
1242,Lucerne,6,de,FEMALE,Day,1.0,8
1243,Thurgau,2,de,UNKNOWN,Night,1.0,2
1244,Appenzell Ausserrhoden,5,de,MALE,Night,1.0,7
1245,Ticino,7,fr,FEMALE,Day,1.0,1
1246,Schaffhausen,5,de,UNKNOWN,Night,1.0,3
1247,Schaffhausen,2,en,UNKNOWN,Night,0.19444444444444445,36
1248,Bern,3,en,MALE,Day,0.20493827160493827,810
1249,Zurich,4,en,UNKNOWN,Night,0.27873761806035474,8682
1250,Vaud,5,de,FEMALE,Day,0.7641509433962265,212
1251,Valais,9,en,UNKNOWN,Day,0.10948905109489052,4795
1252,Basel-City,2,de,FEMALE,Night,0.9,100
1253,Valais,6,fr,FEMALE,Day,0.5416666666666666,48
1254,Saint Gallen,8,en,MALE,Night,0.14432989690721648,194
1255,Zurich,8,de,FEMALE,Night,0.8627450980392157,102
1256,Zurich,10,fr,UNKNOWN,Day,0.9795918367346939,98
1257,Lucerne,3,en,FEMALE,Day,0.15294117647058825,85
1258,Grisons,5,de,MALE,Day,1.0,16
1259,Aargau,2,de,UNKNOWN,Night,1.0,5
1260,Saint Gallen,10,en,FEMALE,Night,0.25,4
1261,Obwalden,9,en,FEMALE,Day,1.0,3
1262,Appenzell Ausserrhoden,2,en,MALE,Night,0.0,2
1263,Jura,1,fr,MALE,Night,1.0,2
1264,Thurgau,3,de,FEMALE,Night,1.0,3
1265,Schaffhausen,6,de,FEMALE,Night,1.0,1
1266,Vaud,2,en,FEMALE,Day,0.1964605613158895,18421
1267,Grisons,2,en,MALE,Day,0.16923076923076924,65
1268,Zurich,5,en,FEMALE,Night,0.2187206020696143,2126
1269,Bern,10,de,FEMALE,Day,0.9753086419753086,81
1270,Saint Gallen,2,de,UNKNOWN,Night,0.8688524590163934,61
1271,Geneva,4,fr,MALE,Day,0.7142857142857143,77
1272,Basel-City,3,fr,MALE,Day,0.68,25
1273,Aargau,3,de,FEMALE,Night,0.8,10
1274,Schaffhausen,3,en,FEMALE,Night,0.0,2
1275,Geneva,1,en,UNKNOWN,Night,0.007575757575757576,3432
1276,Ticino,4,en,MALE,Day,0.07063197026022305,269
1277,Geneva,5,de,FEMALE,Night,1.0,7
1278,Obwalden,2,en,MALE,Day,0.14285714285714285,14
1279,Lucerne,5,de,UNKNOWN,Night,0.8947368421052632,19
1280,Neuchâtel,4,fr,MALE,Day,1.0,1
1281,Saint Gallen,3,de,FEMALE,Night,1.0,1
1282,Basel-Landschaft,9,de,UNKNOWN,Day,1.0,1
1283,Valais,6,de,MALE,Day,1.0,1
1284,Geneva,2,en,FEMALE,Night,0.12453874538745388,1084
1285,Lucerne,2,en,UNKNOWN,Night,0.16161616161616163,99
1286,Valais,3,en,MALE,Day,0.2075306479859895,1142
1287,Vaud,4,de,UNKNOWN,Night,0.8757763975155279,483
1288,Valais,5,fr,UNKNOWN,Night,0.6595174262734584,746
1289,Basel-Landschaft,6,en,UNKNOWN,Day,0.3,10
1290,Basel-City,10,en,UNKNOWN,Day,0.15545066020284493,15677
1291,Fribourg,5,en,MALE,Day,0.08396946564885496,131
1292,Basel-Landschaft,10,en,MALE,Day,0.07142857142857142,14
1293,Solothurn,5,de,MALE,Night,1.0,8
1294,Jura,7,en,MALE,Night,1.0,1
1295,Vaud,1,en,UNKNOWN,Night,0.014743905442009358,32488
1296,Basel-City,9,en,MALE,Day,0.17346182357301704,4047
1297,Solothurn,2,en,MALE,Night,0.125,32
1298,Zurich,1,fr,FEMALE,Day,0.75,8
1299,Schwyz,7,en,UNKNOWN,Day,0.2857142857142857,14
1300,Basel-Landschaft,7,en,FEMALE,Day,1.0,1
1301,Neuchâtel,2,en,FEMALE,Night,0.0,1
1302,Basel-City,3,de,UNKNOWN,Day,0.9479724560061209,1307
1303,Vaud,6,fr,MALE,Day,0.9288537549407114,253
1304,Zurich,9,de,UNKNOWN,Day,0.9476439790575916,1146
1305,Bern,8,de,MALE,Night,0.971830985915493,71
1306,Appenzell Ausserrhoden,7,de,MALE,Day,1.0,2
1307,Zurich,9,fr,MALE,Night,1.0,5
1308,Thurgau,4,de,UNKNOWN,Day,1.0,3
1309,Lucerne,8,de,FEMALE,Night,1.0,2
1310,Basel-Landschaft,3,de,MALE,Day,1.0,1
1311,Zurich,1,de,MALE,Day,0.8947368421052632,190
1312,Basel-City,4,de,FEMALE,Day,0.7813765182186235,247
1313,Aargau,4,de,UNKNOWN,Day,1.0,10
1314,Bern,5,en,MALE,Night,0.19158200290275762,689
1315,Zurich,6,en,UNKNOWN,Day,0.22165644171779142,16300
1316,Lucerne,5,en,FEMALE,Night,0.056338028169014086,71
1317,Valais,8,fr,FEMALE,Night,0.0851063829787234,94
1318,Schaffhausen,4,en,UNKNOWN,Day,0.48,50
1319,Vaud,7,de,FEMALE,Night,0.8,10
1320,Thurgau,5,de,FEMALE,Day,1.0,1
1321,Appenzell Ausserrhoden,4,en,MALE,Day,0.4,5
1322,Thurgau,1,en,UNKNOWN,Day,0.0,1
1323,Grisons,7,de,MALE,Night,1.0,3
1324,Schaffhausen,8,de,FEMALE,Day,1.0,5
1325,Jura,3,fr,MALE,Day,1.0,3
1326,Basel-City,1,en,FEMALE,Day,0.014814814814814815,405
1327,Vaud,4,en,FEMALE,Night,0.21978021978021978,13286
1328,Saint Gallen,4,de,UNKNOWN,Day,0.9469026548672567,113
1329,Basel-City,5,fr,MALE,Night,0.9166666666666666,24
1330,Zurich,7,en,FEMALE,Day,0.2285597881442249,4909
1331,Grisons,4,en,MALE,Night,0.46153846153846156,13
1332,Vaud,10,fr,FEMALE,Day,0.6533333333333333,150
1333,Aargau,1,en,UNKNOWN,Day,0.0,16
1334,Neuchâtel,1,en,UNKNOWN,Day,0.0,22
1335,Geneva,6,fr,MALE,Night,0.896551724137931,58
1336,Schwyz,1,en,MALE,Day,0.0,7
1337,Aargau,5,de,FEMALE,Day,1.0,12
1338,Thurgau,2,en,FEMALE,Day,1.0,3
1339,Nidwalden,3,en,MALE,Night,0.5,2
1340,Geneva,6,de,UNKNOWN,Day,0.3333333333333333,3
1341,Schaffhausen,5,en,FEMALE,Day,0.0,2
1342,Geneva,3,en,UNKNOWN,Day,0.09051282051282052,15600
1343,Obwalden,4,en,MALE,Night,0.1875,16
1344,Ticino,6,en,MALE,Night,0.1,260
1345,Saint Gallen,1,en,UNKNOWN,Day,0.14705882352941177,34
1346,Bern,9,fr,UNKNOWN,Day,1.0,5
1347,Jura,10,en,UNKNOWN,Day,0.0,7
1348,Aargau,2,en,FEMALE,Day,0.10526315789473684,19
1349,Saint Gallen,5,de,FEMALE,Day,0.75,8
1350,Lucerne,7,de,UNKNOWN,Day,1.0,4
1351,Schaffhausen,1,de,MALE,Day,1.0,5
1352,Neuchâtel,6,fr,MALE,Night,-1.0,1
1353,Valais,8,de,MALE,Night,1.0,8
1354,Geneva,7,de,FEMALE,Day,1.0,1
1355,Geneva,4,en,FEMALE,Day,0.18047788510421964,1967
1356,Lucerne,4,en,UNKNOWN,Day,0.21904761904761905,315
1357,Valais,5,en,MALE,Night,0.18768768768768768,666
1358,Vaud,6,de,UNKNOWN,Day,0.9168490153172867,914
1359,Valais,7,fr,UNKNOWN,Day,0.7638190954773869,398
1360,Fribourg,9,fr,UNKNOWN,Day,1.0,16
1361,Vaud,10,de,MALE,Day,0.9,440
1362,Basel-Landschaft,8,en,UNKNOWN,Night,0.1111111111111111,54
1363,Zurich,2,fr,UNKNOWN,Night,0.9111111111111111,45
1364,Fribourg,7,en,MALE,Night,0.1282051282051282,39
1365,Geneva,10,fr,FEMALE,Night,0.5,84
1366,Bern,1,de,UNKNOWN,Night,0.4782608695652174,23
1367,Jura,9,en,MALE,Day,-0.2,10
1368,Appenzell Innerrhoden,6,de,MALE,Night,1.0,1
1369,Saint Gallen,2,en,FEMALE,Day,0.25,4
1370,Solothurn,7,de,MALE,Day,1.0,1
1371,Bern,1,fr,MALE,Day,1.0,1
1372,Vaud,3,en,UNKNOWN,Day,0.2251003283473185,60302
